seed,learning_rate,num_cells,num_layers,embd_size,drop_prob,training_steps,valid_steps,n_max_train,n_test,init_scheme,init_scale,converged,steps_to_converge,final_train_mean_acc,final_loss,success_n,elapsed_sec,fp_row,fp_len,fp_counter_cell,fp_corr,fp_corr_sign,fp_fg_a,fp_ig_a,fp_og_a,fp_fg_b,fp_ig_b,fp_og_b,fp_code,config_id,cfg_init_scale,cfg_init_scheme,cfg_learning_rate,cfg_num_cells,cfg_num_layers
1,0.01,2,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,False,-1,93.09146118164062,0.5213450789451599,1,71.65930223464966,8,18,1,0.243313729763031,1,0.6766505837440491,0.6630162000656128,0.8440200090408325,0.005512080155313015,0.997482419013977,0.9979336261749268,cell1_sign1_fgL,30,1.0,xavier_uniform,0.01,2,1
2,0.01,2,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,600,100.0,0.3108483850955963,17,22.069810390472412,8,18,1,0.9410431981086731,1,0.9981476068496704,0.9667520523071289,0.9978381395339966,0.9979023933410645,0.9949280023574829,0.9996013045310974,cell1_sign1_fgH,30,1.0,xavier_uniform,0.01,2,1
3,0.01,2,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,550,100.0,0.541379988193512,11,19.917559385299683,8,18,1,-0.9400558471679688,-1,0.9923732280731201,0.6668450832366943,0.9909875392913818,0.9844154715538025,0.656272828578949,0.9982548952102661,cell1_sign-1_fgH,30,1.0,xavier_uniform,0.01,2,1
4,0.01,2,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,500,100.0,0.3012516498565674,15,18.50619888305664,8,18,0,-0.9388893842697144,-1,0.9904613494873047,0.969767153263092,0.9969883561134338,0.9988836050033569,0.9903900623321533,0.9991888403892517,cell0_sign-1_fgH,30,1.0,xavier_uniform,0.01,2,1
0,0.01,2,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,False,-1,77.0920181274414,0.47957566380500793,-1,114.72434568405151,8,18,1,0.3129271864891052,1,0.4438510239124298,0.4608128070831299,0.34239351749420166,0.560660719871521,0.9968417882919312,0.9992506504058838,cell1_sign1_fgM,31,1.0,xavier_uniform,0.01,2,2
1,0.01,2,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,800,100.0,0.4154447317123413,12,46.01266932487488,8,18,0,0.9277365207672119,1,0.9984447956085205,0.3418176770210266,0.9788261651992798,0.9452136754989624,0.38881075382232666,0.5578310489654541,cell0_sign1_fgH,31,1.0,xavier_uniform,0.01,2,2
2,0.01,2,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,False,-1,97.7272720336914,0.4474636912345886,0,117.33764719963074,8,18,1,0.9214549660682678,1,0.9991518259048462,0.9983039498329163,0.9214057922363281,0.942405104637146,0.9658626914024353,0.0904492661356926,cell1_sign1_fgH,31,1.0,xavier_uniform,0.01,2,2
3,0.01,2,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,False,-1,95.74298858642578,0.4761365056037903,3,113.16369104385376,8,18,0,-0.712322473526001,-1,0.995861291885376,0.9997384548187256,0.9996621608734131,0.7883434891700745,0.20333239436149597,0.9327129125595093,cell0_sign-1_fgH,31,1.0,xavier_uniform,0.01,2,2
4,0.01,2,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,False,-1,90.81873321533203,0.45827382802963257,0,114.73590755462646,8,18,0,0.5564015507698059,1,0.9741979837417603,0.9966126680374146,0.8803682923316956,0.7720914483070374,0.259898841381073,0.3148353695869446,cell0_sign1_fgH,31,1.0,xavier_uniform,0.01,2,2
0,0.01,4,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,350,100.0,0.34032848477363586,18,13.15943431854248,8,18,2,0.9297006130218506,1,0.9443600177764893,0.6571564674377441,0.9364883899688721,0.647429347038269,0.8294970989227295,0.9226250052452087,cell2_sign1_fgM,32,1.0,xavier_uniform,0.01,4,1
1,0.01,4,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,350,100.0,0.4111061990261078,15,13.089979410171509,8,18,1,-0.9337847232818604,-1,0.9784923195838928,0.5336957573890686,0.8594387769699097,0.9615753293037415,0.44247835874557495,0.9822643399238586,cell1_sign-1_fgH,32,1.0,xavier_uniform,0.01,4,1
2,0.01,4,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,250,100.0,0.35331279039382935,15,9.577839136123657,8,18,1,0.9361987709999084,1,0.9980083703994751,0.8870070576667786,0.986865222454071,0.9954258799552917,0.9984989166259766,0.9993993639945984,cell1_sign1_fgH,32,1.0,xavier_uniform,0.01,4,1
3,0.01,4,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,350,100.0,0.36791524291038513,10,13.590428829193115,8,18,1,0.9104732871055603,1,0.9674717783927917,0.7705018520355225,0.9149218797683716,0.8772937059402466,0.6173180341720581,0.9718372225761414,cell1_sign1_fgH,32,1.0,xavier_uniform,0.01,4,1
4,0.01,4,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,300,100.0,0.3124265968799591,12,11.354399919509888,8,18,3,0.9353083372116089,1,0.9856988191604614,0.8584387898445129,0.9757241606712341,0.9851954579353333,0.8945533037185669,0.97300124168396,cell3_sign1_fgH,32,1.0,xavier_uniform,0.01,4,1
0,0.01,4,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,450,100.0,0.3188742697238922,22,25.948399543762207,8,18,3,-0.5779065489768982,-1,0.9218258261680603,0.34552061557769775,0.9420687556266785,0.43167123198509216,0.32640665769577026,0.877923846244812,cell3_sign-1_fgM,33,1.0,xavier_uniform,0.01,4,2
1,0.01,4,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,650,100.0,0.2442113310098648,15,36.87113308906555,8,18,3,0.9378114342689514,1,0.9901239275932312,0.9313467741012573,0.820805013179779,0.996226966381073,0.9077557325363159,0.9472981691360474,cell3_sign1_fgH,33,1.0,xavier_uniform,0.01,4,2
2,0.01,4,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,600,100.0,0.2765437066555023,13,35.11059045791626,8,18,2,-0.9080292582511902,-1,0.9770771861076355,0.8376308679580688,0.9892984628677368,0.9510155916213989,0.6678194403648376,0.9251157641410828,cell2_sign-1_fgH,33,1.0,xavier_uniform,0.01,4,2
3,0.01,4,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,300,100.0,0.4102635383605957,10,17.663500785827637,8,18,3,0.9058071970939636,1,0.9900482296943665,0.83188796043396,0.9949805736541748,0.8799181580543518,0.8250442147254944,0.8693752288818359,cell3_sign1_fgH,33,1.0,xavier_uniform,0.01,4,2
4,0.01,4,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,450,100.0,0.31081730127334595,14,26.355671405792236,8,18,3,-0.9272089004516602,-1,0.9422177672386169,0.5818997621536255,0.776596188545227,0.9369392991065979,0.7855440974235535,0.9105473756790161,cell3_sign-1_fgH,33,1.0,xavier_uniform,0.01,4,2
0,0.01,8,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,200,100.0,0.37228924036026,18,7.608397483825684,8,18,6,-0.9342482686042786,-1,0.9792894721031189,0.9066287279129028,0.9675383567810059,0.9918397068977356,0.9966344833374023,0.9986669421195984,cell6_sign-1_fgH,34,1.0,xavier_uniform,0.01,8,1
1,0.01,8,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,200,100.0,0.26747921109199524,10,7.7816572189331055,8,18,4,-0.9386565089225769,-1,0.9724028706550598,0.8598839640617371,0.9422211647033691,0.9773895740509033,0.9688206911087036,0.9938832521438599,cell4_sign-1_fgH,34,1.0,xavier_uniform,0.01,8,1
2,0.01,8,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,150,100.0,0.40866968035697937,14,5.866339921951294,8,18,2,0.933889627456665,1,0.969283938407898,0.8997515439987183,0.9137134552001953,0.9935793876647949,0.9834877252578735,0.9971697330474854,cell2_sign1_fgH,34,1.0,xavier_uniform,0.01,8,1
3,0.01,8,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,250,100.0,0.3946114480495453,12,9.388725996017456,8,18,0,-0.9423670172691345,-1,0.9358349442481995,0.8135627508163452,0.9331514835357666,0.9736916422843933,0.6916248798370361,0.9879152178764343,cell0_sign-1_fgH,34,1.0,xavier_uniform,0.01,8,1
4,0.01,8,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,250,100.0,0.3593958020210266,14,9.353705644607544,8,18,6,-0.9364815950393677,-1,0.9790531396865845,0.8916102647781372,0.8891721367835999,0.9846255779266357,0.9915943145751953,0.9847167730331421,cell6_sign-1_fgH,34,1.0,xavier_uniform,0.01,8,1
0,0.01,8,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,300,100.0,0.31280937790870667,19,19.616727352142334,8,18,4,-0.9380980730056763,-1,0.9761431217193604,0.9085858464241028,0.9782882928848267,0.9858264923095703,0.9167921543121338,0.9963043928146362,cell4_sign-1_fgH,35,1.0,xavier_uniform,0.01,8,2
1,0.01,8,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,300,100.0,0.23386120796203613,19,18.591866493225098,8,18,1,-0.9351235628128052,-1,0.9313438534736633,0.921379566192627,0.7059270143508911,0.9979848861694336,0.9402133226394653,0.9326589107513428,cell1_sign-1_fgH,35,1.0,xavier_uniform,0.01,8,2
2,0.01,8,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,350,100.0,0.26446449756622314,26,20.644801139831543,8,18,2,0.9260207414627075,1,0.9641304612159729,0.4814760386943817,0.7791099548339844,0.9547032117843628,0.3734472692012787,0.6289888620376587,cell2_sign1_fgH,35,1.0,xavier_uniform,0.01,8,2
3,0.01,8,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,150,100.0,0.4532451629638672,12,9.018306255340576,8,18,3,-0.8404173851013184,-1,0.7809202671051025,0.6872227191925049,0.6354390382766724,0.6748377680778503,0.42921239137649536,0.33429741859436035,cell3_sign-1_fgM,35,1.0,xavier_uniform,0.01,8,2
4,0.01,8,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,250,100.0,0.36666542291641235,20,14.88379693031311,8,18,7,-0.5982814431190491,-1,0.685793936252594,0.41081637144088745,0.6046707630157471,0.3998684883117676,0.8700734376907349,0.9500885605812073,cell7_sign-1_fgL,35,1.0,xavier_uniform,0.01,8,2
0,0.05,2,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,600,100.0,0.26865607500076294,34,21.8027765750885,8,18,0,-0.9410058259963989,-1,0.9458770751953125,0.9886767268180847,0.9827920794487,0.9926651120185852,0.870738685131073,0.9061284065246582,cell0_sign-1_fgH,36,1.0,xavier_uniform,0.05,2,1
1,0.05,2,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,750,100.0,0.3538496196269989,29,27.11500072479248,8,18,1,0.9382332563400269,1,0.9994375705718994,0.9277619123458862,0.7892509698867798,0.9999433755874634,0.9999094605445862,0.857586145401001,cell1_sign1_fgH,36,1.0,xavier_uniform,0.05,2,1
2,0.05,2,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,1350,100.0,0.33000484108924866,10,48.14774203300476,8,18,1,-0.8714316487312317,-1,0.9546483159065247,0.2671733498573303,0.12971991300582886,0.9692463874816895,0.2451375275850296,0.619698166847229,cell1_sign-1_fgH,36,1.0,xavier_uniform,0.05,2,1
3,0.05,2,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,150,100.0,0.4871681332588196,11,5.83570671081543,8,18,1,-0.9391313195228577,-1,0.9941082000732422,0.8370954394340515,0.989447832107544,0.9875099658966064,0.8548743724822998,0.999483048915863,cell1_sign-1_fgH,36,1.0,xavier_uniform,0.05,2,1
4,0.05,2,1,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,600,100.0,0.39587077498435974,25,21.834859132766724,8,18,0,-0.9400888085365295,-1,0.9992921352386475,0.9482005834579468,0.9976298809051514,0.9999374151229858,0.9999260902404785,0.9999955296516418,cell0_sign-1_fgH,36,1.0,xavier_uniform,0.05,2,1
0,0.05,2,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,1450,100.0,0.42327383160591125,11,82.24292302131653,8,18,0,-0.625654935836792,-1,0.8835968971252441,0.21077010035514832,0.1177460253238678,0.9066256284713745,0.0007815835997462273,0.999181866645813,cell0_sign-1_fgH,37,1.0,xavier_uniform,0.05,2,2
1,0.05,2,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,500,100.0,0.3378361165523529,16,28.77586269378662,8,18,0,0.9203168153762817,1,0.9946770668029785,0.6242401599884033,0.9889999628067017,0.9010114669799805,0.6322451829910278,0.22416990995407104,cell0_sign1_fgH,37,1.0,xavier_uniform,0.05,2,2
2,0.05,2,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,False,-1,90.81873321533203,0.4617455303668976,0,9834.65172791481,8,18,1,0.5175360441207886,1,0.9821009039878845,0.9933820366859436,0.8691545724868774,0.988257110118866,0.10884049534797668,2.5190711312461644e-05,cell1_sign1_fgH,37,1.0,xavier_uniform,0.05,2,2
3,0.05,2,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,True,300,100.0,0.5080869793891907,13,13.5783052444458,8,18,1,0.6095874905586243,1,0.9090896248817444,0.628781795501709,0.9998781681060791,0.00621894933283329,0.36996591091156006,3.986514911957784e-06,cell1_sign1_fgL,37,1.0,xavier_uniform,0.05,2,2
4,0.05,2,2,4,0.1,2000,50,10,100,xavier_uniform,1.0,False,-1,93.09146118164062,0.5002992153167725,1,100.97203993797302,8,18,0,0.8195247650146484,1,0.9666443467140198,0.2513345777988434,0.34560060501098633,0.7389298677444458,0.0020973747596144676,0.34620201587677,cell0_sign1_fgH,37,1.0,xavier_uniform,0.05,2,2
