seed,learning_rate,num_cells,num_layers,embd_size,drop_prob,training_steps,valid_steps,n_max_train,n_test,init_scheme,init_scale,converged,steps_to_converge,final_train_mean_acc,final_loss,success_n,elapsed_sec,fp_row,fp_len,fp_counter_cell,fp_corr,fp_corr_sign,fp_fg_a,fp_ig_a,fp_og_a,fp_fg_b,fp_ig_b,fp_og_b,fp_code,config_id,cfg_init_scale,cfg_init_scheme,cfg_learning_rate,cfg_num_cells,cfg_num_layers
4,0.05,2,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,150,100.0,0.29260265827178955,18,6.300538539886475,8,18,0,-0.9416794180870056,-1,0.9990777969360352,0.9540309906005859,0.9892438650131226,0.9958570599555969,0.9815694689750671,0.9976034760475159,cell0_sign-1_fgH,60,1.0,xavier_normal,0.05,2,1
0,0.05,2,2,4,0.1,2000,50,10,100,xavier_normal,1.0,False,-1,85.05575561523438,0.4245131313800812,-1,132.20200085639954,8,18,1,-0.4867967963218689,-1,0.48626118898391724,0.47569185495376587,0.011614305898547173,0.5510601997375488,0.9996760487556458,0.9999992847442627,cell1_sign-1_fgM,61,1.0,xavier_normal,0.05,2,2
1,0.05,2,2,4,0.1,2000,50,10,100,xavier_normal,1.0,False,-1,95.45454406738281,0.3624947667121887,-1,141.11985993385315,8,18,0,-0.5324885249137878,-1,0.9865670800209045,0.8313552737236023,0.9684947729110718,0.00022804370382800698,0.9032653570175171,0.5011547207832336,cell0_sign-1_fgL,61,1.0,xavier_normal,0.05,2,2
2,0.05,2,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,850,100.0,0.37859752774238586,19,58.35983371734619,8,18,0,-0.5992263555526733,-1,0.9628690481185913,0.37284359335899353,0.9808037281036377,0.054486729204654694,0.13707701861858368,0.9939621686935425,cell0_sign-1_fgL,61,1.0,xavier_normal,0.05,2,2
3,0.05,2,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,900,100.0,0.42091092467308044,13,49.00769567489624,8,18,0,-0.7384409308433533,-1,0.9896626472473145,0.9999998807907104,0.9929651021957397,0.570780873298645,0.21418175101280212,0.24945956468582153,cell0_sign-1_fgM,61,1.0,xavier_normal,0.05,2,2
4,0.05,2,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,500,100.0,0.5023998618125916,11,28.681275129318237,8,18,0,-0.5223433375358582,-1,0.9908746480941772,0.9999291300773621,0.9999425411224365,0.01923009194433689,0.2214784175157547,0.17874100804328918,cell0_sign-1_fgL,61,1.0,xavier_normal,0.05,2,2
0,0.05,4,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.29501575231552124,16,4.391459941864014,8,18,3,0.9357461929321289,1,0.9903103113174438,0.9206239581108093,0.9849079847335815,0.9938702583312988,0.986808717250824,0.9994302988052368,cell3_sign1_fgH,62,1.0,xavier_normal,0.05,4,1
1,0.05,4,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.3197087347507477,13,4.104601860046387,8,18,0,0.9368739724159241,1,0.9955266118049622,0.9193006753921509,0.9804230332374573,0.9982761144638062,0.9992820620536804,0.9994987845420837,cell0_sign1_fgH,62,1.0,xavier_normal,0.05,4,1
2,0.05,4,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,150,100.0,0.3219369947910309,22,6.3352367877960205,8,18,2,-0.9387807846069336,-1,0.9963615536689758,0.92974853515625,0.9876111149787903,0.999903678894043,0.9997742176055908,0.9986535310745239,cell2_sign-1_fgH,62,1.0,xavier_normal,0.05,4,1
3,0.05,4,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,700,100.0,0.29678812623023987,10,26.355489492416382,8,18,3,0.9306248426437378,1,0.9517631530761719,0.9112206697463989,0.8829737901687622,0.6161009073257446,0.017033305019140244,0.9930055141448975,cell3_sign1_fgM,62,1.0,xavier_normal,0.05,4,1
4,0.05,4,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,750,100.0,0.2309378981590271,17,27.869946718215942,8,18,3,0.9366366267204285,1,0.9989207983016968,0.859101414680481,0.9998787045478821,0.9960553646087646,0.9913913011550903,0.9963077306747437,cell3_sign1_fgH,62,1.0,xavier_normal,0.05,4,1
0,0.05,4,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,700,100.0,0.48018765449523926,18,43.13210988044739,8,18,2,0.4990517199039459,1,0.17438948154449463,0.27477627992630005,0.2541654407978058,0.9932801723480225,0.9824497699737549,0.9933692216873169,cell2_sign1_fgL,63,1.0,xavier_normal,0.05,4,2
1,0.05,4,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,150,100.0,0.33412984013557434,22,11.432308197021484,8,18,2,0.5293237566947937,1,0.9847249388694763,0.9995562434196472,0.9517790079116821,0.9296384453773499,0.37490764260292053,0.7193987369537354,cell2_sign1_fgH,63,1.0,xavier_normal,0.05,4,2
2,0.05,4,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,300,100.0,0.24964649975299835,27,22.98021149635315,8,18,0,-0.9283002018928528,-1,0.9712318778038025,0.784155011177063,0.3117942810058594,0.9995943307876587,0.9191480875015259,0.9878254532814026,cell0_sign-1_fgH,63,1.0,xavier_normal,0.05,4,2
3,0.05,4,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,150,100.0,0.40671950578689575,14,9.688751459121704,8,18,3,-0.49609968066215515,-1,0.8453336954116821,0.9714726209640503,0.9906458854675293,0.3082502484321594,0.012297523207962513,0.026810383424162865,cell3_sign-1_fgL,63,1.0,xavier_normal,0.05,4,2
4,0.05,4,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,350,100.0,0.30634605884552,40,21.33782649040222,8,18,2,0.7025263905525208,1,0.9204822182655334,0.9982782602310181,0.989526093006134,0.911647379398346,0.2335321307182312,5.9727393818320706e-05,cell2_sign1_fgH,63,1.0,xavier_normal,0.05,4,2
0,0.05,8,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,50,100.0,0.3355158269405365,58,2.2840583324432373,8,18,6,-0.9304237365722656,-1,0.9586350321769714,0.8340151906013489,0.7012712955474854,0.9997595548629761,0.9999198913574219,0.9983106851577759,cell6_sign-1_fgH,64,1.0,xavier_normal,0.05,8,1
1,0.05,8,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,50,100.0,0.2763274312019348,27,2.5742344856262207,8,18,1,-0.9404059648513794,-1,0.9938206076622009,0.9573149681091309,0.9466437697410583,0.9994041919708252,0.9820998311042786,0.9983488917350769,cell1_sign-1_fgH,64,1.0,xavier_normal,0.05,8,1
2,0.05,8,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.2568478286266327,28,4.361194610595703,8,18,6,0.9424047470092773,1,0.9758589267730713,0.9295732378959656,0.91526859998703,0.9982516169548035,0.9962136745452881,0.9986336827278137,cell6_sign1_fgH,64,1.0,xavier_normal,0.05,8,1
3,0.05,8,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,150,100.0,0.32561197876930237,24,6.4298107624053955,8,18,0,0.9435946345329285,1,0.9917380809783936,0.9600123167037964,0.9313684701919556,0.9979903101921082,0.9960434436798096,0.9980841875076294,cell0_sign1_fgH,64,1.0,xavier_normal,0.05,8,1
4,0.05,8,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.27862831950187683,21,4.415796995162964,8,18,7,0.9401829838752747,1,0.9879284501075745,0.9249709844589233,0.9754623174667358,0.9989596605300903,0.9804140329360962,0.9950833320617676,cell7_sign1_fgH,64,1.0,xavier_normal,0.05,8,1
0,0.05,8,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,50,100.0,0.36082547903060913,17,3.9665141105651855,8,18,6,-0.8198124766349792,-1,0.8936287760734558,0.5998613834381104,0.8917269706726074,0.5618829727172852,0.3019742965698242,0.43835705518722534,cell6_sign-1_fgM,65,1.0,xavier_normal,0.05,8,2
1,0.05,8,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.3247314989566803,22,6.631520748138428,8,18,0,-0.9042025804519653,-1,0.9734686017036438,0.4170386791229248,0.4610157310962677,0.6160986423492432,0.2996577024459839,0.7179378271102905,cell0_sign-1_fgM,65,1.0,xavier_normal,0.05,8,2
2,0.05,8,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,50,100.0,0.2921602427959442,11,3.964747190475464,8,18,3,-0.9254229664802551,-1,0.9652475118637085,0.9922640919685364,0.7335691452026367,0.8111590147018433,0.5593109726905823,0.08623018860816956,cell3_sign-1_fgH,65,1.0,xavier_normal,0.05,8,2
3,0.05,8,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,150,100.0,0.34533098340034485,16,9.831803798675537,8,18,2,-0.9359743595123291,-1,0.9947506189346313,0.8058050870895386,0.913939356803894,0.9885215163230896,0.9225335717201233,0.9976799488067627,cell2_sign-1_fgH,65,1.0,xavier_normal,0.05,8,2
4,0.05,8,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.2960970401763916,79,6.610580921173096,8,18,6,0.6597866415977478,1,0.8035684823989868,0.8100277781486511,0.851948082447052,0.7246098518371582,0.9198647737503052,0.13551513850688934,cell6_sign1_fgH,65,1.0,xavier_normal,0.05,8,2
0,0.1,2,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,950,100.0,0.321599543094635,14,36.69665026664734,8,18,0,-0.9402122497558594,-1,0.9998572468757629,0.9484595656394958,0.9603303670883179,0.9873156547546387,0.9581245183944702,0.9891940355300903,cell0_sign-1_fgH,66,1.0,xavier_normal,0.1,2,1
1,0.1,2,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,650,100.0,0.3410106301307678,20,25.772095441818237,8,18,0,0.9343374967575073,1,0.9034959673881531,0.7078823447227478,0.5747228860855103,0.9859614372253418,0.6729933023452759,0.3639029860496521,cell0_sign1_fgH,66,1.0,xavier_normal,0.1,2,1
2,0.1,2,1,4,0.1,2000,50,10,100,xavier_normal,1.0,False,-1,91.23196411132812,0.394978404045105,0,81.06922054290771,8,18,1,0.8695943355560303,1,0.9897931814193726,0.18794365227222443,0.3305399417877197,0.7124502062797546,0.0031529960688203573,0.9999545216560364,cell1_sign1_fgH,66,1.0,xavier_normal,0.1,2,1
3,0.1,2,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,1600,100.0,0.21624787151813507,34,63.289867877960205,8,18,1,0.9429982304573059,1,0.9983717203140259,0.9874800443649292,0.9840117692947388,0.9978706240653992,0.9659456014633179,0.9996215105056763,cell1_sign1_fgH,66,1.0,xavier_normal,0.1,2,1
4,0.1,2,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.3735406696796417,21,3.9958057403564453,8,18,0,-0.940807044506073,-1,0.9994875192642212,0.9368160963058472,0.9923766851425171,0.9983706474304199,0.9967184066772461,0.9991689920425415,cell0_sign-1_fgH,66,1.0,xavier_normal,0.1,2,1
0,0.1,2,2,4,0.1,2000,50,10,100,xavier_normal,1.0,False,-1,91.68650817871094,0.3694221079349518,0,123.27161598205566,8,18,1,-0.5062279105186462,-1,0.002081125508993864,0.001990185584872961,0.0003379780682735145,0.9951282739639282,0.9997055530548096,0.9999266862869263,cell1_sign-1_fgL,67,1.0,xavier_normal,0.1,2,2
1,0.1,2,2,4,0.1,2000,50,10,100,xavier_normal,1.0,False,-1,95.45454406738281,0.30550992488861084,-1,122.37619137763977,8,18,1,-0.9427551627159119,-1,0.9997159242630005,0.8093242645263672,0.00011010715388692915,0.9994504451751709,0.8534018397331238,0.9986430406570435,cell1_sign-1_fgH,67,1.0,xavier_normal,0.1,2,2
2,0.1,2,2,4,0.1,2000,50,10,100,xavier_normal,1.0,False,-1,93.09146118164062,0.5239811539649963,1,123.6312780380249,8,18,0,-0.4146958291530609,-1,0.7073472142219543,0.00014265031495597214,0.08007916808128357,0.9906830787658691,1.0,0.9999435544013977,cell0_sign-1_fgH,67,1.0,xavier_normal,0.1,2,2
3,0.1,2,2,4,0.1,2000,50,10,100,xavier_normal,1.0,False,-1,94.16667175292969,0.3811870813369751,1,113.88785982131958,8,18,1,0.908623456954956,1,0.9999765753746033,1.0,0.9392569065093994,0.9697557687759399,0.9997122287750244,0.07670719921588898,cell1_sign1_fgH,67,1.0,xavier_normal,0.1,2,2
4,0.1,2,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,1100,100.0,0.3795076906681061,12,67.46103882789612,8,18,0,-0.5033820271492004,-1,0.9938030242919922,0.9958467483520508,1.0,0.0013119700597599149,0.8000825643539429,0.13584423065185547,cell0_sign-1_fgL,67,1.0,xavier_normal,0.1,2,2
0,0.1,4,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,600,100.0,0.3151981830596924,10,24.04219150543213,8,18,3,0.7965589761734009,1,0.7191900610923767,0.9523082971572876,0.1913529336452484,0.9969934821128845,0.7099130749702454,0.528252124786377,cell3_sign1_fgH,68,1.0,xavier_normal,0.1,4,1
1,0.1,4,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,50,100.0,0.3098866939544678,15,2.7885327339172363,8,18,0,0.9387760162353516,1,0.993141233921051,0.9793559312820435,0.9940162897109985,0.9981889724731445,0.9994744062423706,0.9999719262123108,cell0_sign1_fgH,68,1.0,xavier_normal,0.1,4,1
2,0.1,4,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.3298676013946533,37,4.650074005126953,8,18,3,-0.9402645826339722,-1,0.9994783997535706,0.927475094795227,0.9771959185600281,0.9999993443489075,0.9999752044677734,0.9995294213294983,cell3_sign-1_fgH,68,1.0,xavier_normal,0.1,4,1
3,0.1,4,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.2282218486070633,22,4.5216383934021,8,18,0,-0.9398218989372253,-1,0.995019257068634,0.9360752105712891,0.8912928700447083,0.9995631575584412,0.9999969601631165,0.9999775886535645,cell0_sign-1_fgH,68,1.0,xavier_normal,0.1,4,1
4,0.1,4,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,650,100.0,0.22089138627052307,21,25.753469467163086,8,18,3,0.9421458840370178,1,0.999970555305481,0.9188370704650879,0.999981164932251,0.997361958026886,0.9999446272850037,0.9990313649177551,cell3_sign1_fgH,68,1.0,xavier_normal,0.1,4,1
0,0.1,4,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,150,100.0,0.33525171875953674,100,9.946294784545898,8,18,0,0.513735830783844,1,0.8881192803382874,0.8555675148963928,0.9781814217567444,0.0002019277890212834,0.999975860118866,0.9997239708900452,cell0_sign1_fgL,69,1.0,xavier_normal,0.1,4,2
1,0.1,4,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.3461303114891052,33,7.035824298858643,8,18,2,0.5820861458778381,1,0.9960850477218628,0.9999954104423523,0.9972558617591858,0.025423884391784668,0.0980268269777298,0.014003407210111618,cell2_sign1_fgL,69,1.0,xavier_normal,0.1,4,2
2,0.1,4,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,1100,100.0,0.25943723320961,12,68.68731570243835,8,18,3,-0.4430074691772461,-1,0.3838672339916229,0.0004972995957359672,0.1808176040649414,0.9998990297317505,1.0,0.9995684623718262,cell3_sign-1_fgL,69,1.0,xavier_normal,0.1,4,2
3,0.1,4,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,1400,100.0,0.3781229555606842,10,84.62029099464417,8,18,1,0.21515455842018127,1,0.007319985888898373,0.999374270439148,0.9994851350784302,1.3401026990322862e-05,0.9999983310699463,0.9999994039535522,cell1_sign1_fgL,69,1.0,xavier_normal,0.1,4,2
4,0.1,4,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,150,100.0,0.28750669956207275,16,9.935956478118896,8,18,0,0.6276063919067383,1,0.9965068101882935,0.9804368615150452,0.9995346665382385,0.015768839046359062,0.977576494216919,0.004353121854364872,cell0_sign1_fgL,69,1.0,xavier_normal,0.1,4,2
0,0.1,8,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.24995063245296478,72,4.337949991226196,8,18,1,0.9420626163482666,1,0.9602600336074829,0.9105035066604614,0.18283148109912872,0.9998420476913452,0.9972133636474609,0.9980807900428772,cell1_sign1_fgH,70,1.0,xavier_normal,0.1,8,1
1,0.1,8,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,50,100.0,0.24532565474510193,22,2.6208763122558594,8,18,1,-0.9413904547691345,-1,0.9971630573272705,0.9949969053268433,0.884843111038208,0.9983481764793396,0.993385910987854,0.9998969435691833,cell1_sign-1_fgH,70,1.0,xavier_normal,0.1,8,1
2,0.1,8,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.25758856534957886,45,4.3885040283203125,8,18,6,0.9417684078216553,1,0.9787539839744568,0.925942599773407,0.9515942335128784,0.9999204277992249,0.9994062185287476,0.9996931552886963,cell6_sign1_fgH,70,1.0,xavier_normal,0.1,8,1
3,0.1,8,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,300,100.0,0.34390851855278015,13,11.93112564086914,8,18,3,0.9328577518463135,1,0.8550975918769836,0.9190562963485718,0.8722113966941833,0.9834364056587219,0.9920253753662109,0.696183979511261,cell3_sign1_fgH,70,1.0,xavier_normal,0.1,8,1
4,0.1,8,1,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.2995073199272156,21,4.480102062225342,8,18,0,-0.9423760175704956,-1,0.9737497568130493,0.9398516416549683,0.8602495193481445,0.996192991733551,0.9929587841033936,0.9988141059875488,cell0_sign-1_fgH,70,1.0,xavier_normal,0.1,8,1
0,0.1,8,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,50,100.0,0.27287155389785767,23,3.736576557159424,8,18,3,0.7778506278991699,1,0.8666069507598877,0.8425374031066895,0.8936394453048706,0.4584732949733734,0.9541915655136108,0.5919979810714722,cell3_sign1_fgM,71,1.0,xavier_normal,0.1,8,2
1,0.1,8,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,150,100.0,0.2161737084388733,44,10.208654403686523,8,18,7,-0.9410382509231567,-1,0.9433807134628296,0.8761587142944336,0.800660252571106,0.9980143308639526,0.9718379974365234,0.9911925196647644,cell7_sign-1_fgH,71,1.0,xavier_normal,0.1,8,2
2,0.1,8,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,50,100.0,0.2141699194908142,40,3.7648367881774902,8,18,3,-0.7860028147697449,-1,0.9607961177825928,0.9659727215766907,0.9632691740989685,0.5951740145683289,0.9947527050971985,0.0006297150976024568,cell3_sign-1_fgM,71,1.0,xavier_normal,0.1,8,2
3,0.1,8,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,200,100.0,0.24141660332679749,100,12.761335134506226,8,18,7,0.6517118811607361,1,0.9541968107223511,0.934806227684021,0.9194851517677307,0.03031071089208126,0.9763298630714417,0.05244799703359604,cell7_sign1_fgL,71,1.0,xavier_normal,0.1,8,2
4,0.1,8,2,4,0.1,2000,50,10,100,xavier_normal,1.0,True,100,100.0,0.28693485260009766,100,6.674472332000732,8,18,0,0.5589979887008667,1,0.9617776870727539,0.9191702604293823,0.9713515043258667,0.0004500171053223312,0.30031833052635193,0.19709447026252747,cell0_sign1_fgL,71,1.0,xavier_normal,0.1,8,2
0,0.005,2,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,700,100.0,0.430635929107666,13,27.269434452056885,8,18,0,-0.9365414381027222,-1,0.9896924495697021,0.970629096031189,0.9931840896606445,0.9923679828643799,0.9459866881370544,0.9586034417152405,cell0_sign-1_fgH,72,1.0,orthogonal_recurrent_xavier,0.005,2,1
1,0.005,2,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,False,-1,77.0920181274414,0.5893996953964233,-1,77.72804284095764,8,18,1,-0.36390483379364014,-1,0.6788184642791748,0.7515708804130554,0.8672155737876892,0.6723037958145142,0.999329149723053,0.9998579025268555,cell1_sign-1_fgM,72,1.0,orthogonal_recurrent_xavier,0.005,2,1
2,0.005,2,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,650,100.0,0.3682658076286316,14,23.079618215560913,8,18,1,0.9392578601837158,1,0.9973938465118408,0.8862125277519226,0.9945880174636841,0.989711344242096,0.9896306991577148,0.9956417679786682,cell1_sign1_fgH,72,1.0,orthogonal_recurrent_xavier,0.005,2,1
3,0.005,2,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,1900,100.0,0.34079256653785706,10,64.69887280464172,8,18,1,-0.9380027055740356,-1,0.9869343638420105,0.6237387657165527,0.9863561987876892,0.9501359462738037,0.8580828905105591,0.9919920563697815,cell1_sign-1_fgH,72,1.0,orthogonal_recurrent_xavier,0.005,2,1
4,0.005,2,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,750,100.0,0.3476964235305786,11,26.194732904434204,8,18,0,-0.9333369731903076,-1,0.9938387870788574,0.6801464557647705,0.9831137657165527,0.993053674697876,0.9023355841636658,0.9932132363319397,cell0_sign-1_fgH,72,1.0,orthogonal_recurrent_xavier,0.005,2,1
0,0.005,2,2,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,False,-1,97.7272720336914,0.40610501170158386,0,116.32729387283325,8,18,0,-0.6030443906784058,-1,0.9843676090240479,0.9919873476028442,0.9932111501693726,0.07819278538227081,0.14518538117408752,0.15253372490406036,cell0_sign-1_fgL,73,1.0,orthogonal_recurrent_xavier,0.005,2,2
1,0.005,2,2,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,False,-1,95.07575225830078,0.4789254367351532,0,114.68758583068848,8,18,0,0.9034058451652527,1,0.9759409427642822,0.28258103132247925,0.7391679883003235,0.9025871753692627,0.5019765496253967,0.8912013173103333,cell0_sign1_fgH,73,1.0,orthogonal_recurrent_xavier,0.005,2,2
2,0.005,2,2,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,1600,100.0,0.4492759704589844,12,93.87825965881348,8,18,1,0.8181192278862,1,0.9916417002677917,0.26974356174468994,0.969489336013794,0.6064867973327637,0.5732717514038086,0.5727700591087341,cell1_sign1_fgM,73,1.0,orthogonal_recurrent_xavier,0.005,2,2
3,0.005,2,2,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,1050,100.0,0.38326188921928406,11,57.297059297561646,8,18,1,0.8459979295730591,1,0.9708406925201416,0.39439746737480164,0.9951794147491455,0.6917394399642944,0.42851173877716064,0.9316055774688721,cell1_sign1_fgM,73,1.0,orthogonal_recurrent_xavier,0.005,2,2
4,0.005,2,2,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,False,-1,77.0920181274414,0.685558557510376,-1,129.59606671333313,8,18,0,0.4420979917049408,1,0.5935651063919067,0.5070408582687378,0.5199623107910156,0.9614677429199219,0.9112744927406311,0.9944829940795898,cell0_sign1_fgM,73,1.0,orthogonal_recurrent_xavier,0.005,2,2
0,0.005,4,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,500,100.0,0.3238479495048523,15,22.056171894073486,8,18,2,0.9283413290977478,1,0.9416309595108032,0.9371139407157898,0.9566166400909424,0.9871706366539001,0.877534031867981,0.9725238084793091,cell2_sign1_fgH,74,1.0,orthogonal_recurrent_xavier,0.005,4,1
1,0.005,4,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,550,100.0,0.31027746200561523,12,23.97132658958435,8,18,1,-0.939271092414856,-1,0.9701079726219177,0.7460085153579712,0.8541287183761597,0.9711495637893677,0.8560687303543091,0.9603163599967957,cell1_sign-1_fgH,74,1.0,orthogonal_recurrent_xavier,0.005,4,1
2,0.005,4,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,800,100.0,0.31779012084007263,12,34.828139305114746,8,18,1,0.9367533922195435,1,0.9949414730072021,0.7173036336898804,0.990664005279541,0.9845333099365234,0.69706130027771,0.9983876943588257,cell1_sign1_fgH,74,1.0,orthogonal_recurrent_xavier,0.005,4,1
3,0.005,4,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,500,100.0,0.37880852818489075,11,22.409116744995117,8,18,0,-0.9344785213470459,-1,0.9854555726051331,0.7256378531455994,0.9412921667098999,0.9556336998939514,0.9864112138748169,0.9879697561264038,cell0_sign-1_fgH,74,1.0,orthogonal_recurrent_xavier,0.005,4,1
4,0.005,4,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,700,100.0,0.3517627418041229,11,30.840652465820312,8,18,0,0.9359967708587646,1,0.988702654838562,0.6142804026603699,0.43748414516448975,0.9426293969154358,0.9824426770210266,0.9945183396339417,cell0_sign1_fgH,74,1.0,orthogonal_recurrent_xavier,0.005,4,1
0,0.005,4,2,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,600,100.0,0.3278222382068634,12,40.88494825363159,8,18,1,-0.9339050650596619,-1,0.9493560791015625,0.9297221899032593,0.9736183881759644,0.7847262620925903,0.1316501945257187,0.8168548345565796,cell1_sign-1_fgH,75,1.0,orthogonal_recurrent_xavier,0.005,4,2
1,0.005,4,2,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,650,100.0,0.28218525648117065,16,44.514593839645386,8,18,3,-0.5429714918136597,-1,0.9185875654220581,0.9594057202339172,0.8655330538749695,0.21265283226966858,0.36785122752189636,0.3516675531864166,cell3_sign-1_fgL,75,1.0,orthogonal_recurrent_xavier,0.005,4,2
2,0.005,4,2,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,1250,100.0,0.29039499163627625,24,85.6810142993927,8,18,0,-0.37710851430892944,-1,0.7688021063804626,0.883705735206604,0.6970255374908447,0.07663290202617645,0.6047061681747437,0.716261625289917,cell0_sign-1_fgL,75,1.0,orthogonal_recurrent_xavier,0.005,4,2
3,0.005,4,2,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,750,100.0,0.43606701493263245,15,52.53678846359253,8,18,2,-0.9400768280029297,-1,0.9978776574134827,0.8301769495010376,0.9606293439865112,0.9841576218605042,0.9509982466697693,0.983475387096405,cell2_sign-1_fgH,75,1.0,orthogonal_recurrent_xavier,0.005,4,2
4,0.005,4,2,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,800,100.0,0.33896440267562866,15,55.00230550765991,8,18,3,-0.932997465133667,-1,0.9935802221298218,0.8416531682014465,0.9875139594078064,0.9796971082687378,0.8190298676490784,0.9886074066162109,cell3_sign-1_fgH,75,1.0,orthogonal_recurrent_xavier,0.005,4,2
0,0.005,8,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,350,100.0,0.3163239061832428,12,15.54500961303711,8,18,4,0.9348421096801758,1,0.9703978300094604,0.8398890495300293,0.9180442690849304,0.9658908247947693,0.9959613084793091,0.9894377589225769,cell4_sign1_fgH,76,1.0,orthogonal_recurrent_xavier,0.005,8,1
1,0.005,8,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,600,100.0,0.22207458317279816,14,25.98735022544861,8,18,4,-0.9400487542152405,-1,0.9591394662857056,0.864409327507019,0.978733479976654,0.9842223525047302,0.9602180123329163,0.9975409507751465,cell4_sign-1_fgH,76,1.0,orthogonal_recurrent_xavier,0.005,8,1
2,0.005,8,1,4,0.1,2000,50,10,100,orthogonal_recurrent_xavier,1.0,True,450,100.0,0.32679733633995056,15,19.72804045677185,8,18,1,0.9327926635742188,1,0.9649820327758789,0.8449854850769043,0.8927592635154724,0.9835313558578491,0.9907711744308472,0.9857288002967834,cell1_sign1_fgH,76,1.0,orthogonal_recurrent_xavier,0.005,8,1
